nct_id,indication
NCT00014690,Fallopian Tube Cancer
NCT00014690,Ovarian Cancer
NCT00014690,Primary Peritoneal Cancer
NCT00022334,Liver Cancer
NCT00550784,Fallopian Tube Cancer
NCT00550784,Ovarian Cancer
NCT00550784,Peritoneal and Retroperitoneal Neoplasm
NCT00006257,Solid Tumors
NCT00006484,Thoracic Neoplasm
NCT00004208,Myelodysplastic Syndrome
NCT00008294,Colorectal Cancer
NCT00008294,Anal Cancer
NCT00006107,Head and Neck Neoplasm
NCT00005841,Uveal Melanoma
NCT00005841,Skin Melanoma
NCT00006122,Leukemia
NCT00006120,Breast Cancer
NCT00015821,Primary Myelofibrosis
NCT00005858,Bladder Cancer
NCT00005858,Breast Cancer
NCT00005858,Colorectal Cancer
NCT00005858,Thoracic Neoplasm
NCT00005858,Ovarian Cancer
NCT00005858,Pancreatic Cancer
NCT01122121,Prostate Cancer
NCT01663714,Non-Hodgkin Lymphoma
NCT00022932,Non-Hodgkin Lymphoma
NCT01225874,Leukemia
NCT00004172,Breast Cancer
NCT00004173,Solid Tumors
NCT00003810,Pancreatic Cancer
NCT00563862,Head and Neck Neoplasm
NCT00563862,Epithelial Neoplasm
NCT00004158,Plasma Cell Neoplasm
NCT00003645,Prostate Cancer
NCT00003779,Bladder Cancer
NCT00003664,Kidney Cancer
NCT00003682,Prostate Cancer
NCT00004202,Thoracic Neoplasm
NCT00003447,Thoracic Neoplasm
NCT00003463,Central Nervous System Embryonal Tumor
NCT00003687,Myeloproliferative Neoplasm
NCT00003687,Leukemia
NCT00003687,Hematology
NCT00003687,Plasma Cell Neoplasm
NCT00003687,Myelodysplastic Syndrome
NCT00003687,Connective and Soft Tissue Neoplasm
NCT00003687,Intraepithelial Neoplasia
NCT00003687,Small Intestinal Cancer
NCT00003687,Solid Tumors
NCT00003239,Leukemia
NCT00003210,Extranodal Marginal Zone Lymphoma
NCT00003210,Nodal Marginal Zone Lymphoma
NCT00003210,Diffuse Large B-Cell Lymphoma
NCT00003210,Recurrent Adult Diffuse Mixed Cell Lymphoma
NCT00003210,Recurrent Adult Diffuse Small Cleaved Cell Lymphoma
NCT00003210,Hodgkin Lymphoma
NCT00003210,Diffuse Large B-Cell Lymphoma
NCT00003210,Primary Cutaneous T-Cell Non-Hodgkin Lymphoma
NCT00003210,Grade 1 Follicular Lymphoma
NCT00003210,Grade 2 Follicular Lymphoma
NCT00003210,Grade 3 Follicular Lymphoma
NCT00003210,Mantle Cell Lymphoma
NCT00003210,Marginal Zone Lymphoma
NCT00003210,Mycosis Fungoides and Sezary Syndrome
NCT00003210,Small Lymphocytic Lymphoma
NCT00003210,Splenic Marginal Zone Lymphoma
NCT00003210,Waldenstrom Macroglobulinemia
NCT00003193,Head and Neck Neoplasm
NCT00003193,Oral Complications
NCT00003357,Breast Cancer
NCT00003128,Sarcoma
NCT00004162,Hematology
NCT00001626,Severe Aplastic Anemia (SAA)
NCT00003261,Hematology
NCT00019214,Skin Melanoma
NCT00154726,Gastric Cancer
NCT00002990,Bladder Cancer
NCT00003495,Thoracic Neoplasm
NCT00001449,Neoplasms
NCT00002865,Leukemia
NCT00869284,Hematology
NCT00002551,Colorectal Cancer
NCT00001398,Aplastic Anemia
NCT00001398,Hairy Cell Leukemia
NCT00003364,Thoracic Neoplasm
NCT00002844,Leukemia
NCT00002456,Graft Versus Host Disease
NCT00002456,Leukemia
NCT00002456,Hematology
NCT00000660,Kaposi sarcoma
NCT00000660,HIV Infection
NCT00002003,Non-Hodgkin Lymphoma
NCT00002003,HIV Infection
NCT00041691,Digestive System Neoplasm
NCT00365755,Kidney Wilms Tumor
NCT01410708,Breast Cancer
